what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306816977725
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306816978957
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306816979441
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306817015767
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1306817063198
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1306817063344
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1306817081246
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1306817081434
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1306817081589
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1306817081753
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1306817081921
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1306817082083
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1306817083948
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1306817093681
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1306817093980
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1306817094146
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1306817094334
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1306817103460
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1306817110400
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1306817114781
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306817119908
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306817170488
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1306817172507
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1306817202296
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1306817203988
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1306817212032
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306817218851
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1306817223519
started,bundle,org.eclipse.pde.core,3.6.2.v20110210_r362,"org.eclipse.pde.core",1306817223555
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306817223831
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.rename",1306817223839
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306817224970
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306817226088
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1306817226117
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1306817245091
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306817251205
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306837279161
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306837283213
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306837285772
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306837288502
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306837288658
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306837339217
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306837344197
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306837357011
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306837357063
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1306837360366
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1306837362734
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1306837363733
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1306837365042
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1306837365599
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1306837366774
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1306837367828
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1306837368902
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1306837369058
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306837377310
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306837407952
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306837418634
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306837418731
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1306837420598
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1306837421838
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306837428273
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306837455506
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1306837456870
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1306837458161
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1306837463876
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1306837465359
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1306837478545
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1306837494529
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1306837494714
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1306837494895
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1306837495118
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1306837495397
