what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1306806258817
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1306806259523
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1306806261867
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1306806263053
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1306806263934
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1306806264625
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1306806265248
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1306806266646
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1306806268894
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1306806269708
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1306806276027
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1306806276668
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1306806283320
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306806284515
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306806284815
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1306806288412
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306806291209
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306806405085
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1306806407765
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1306806438817
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306806440146
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306806440405
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1306806445021
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1306806446928
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1306806447635
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306806472393
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306806472787
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1306806484972
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306806486224
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306806486452
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1306806494119
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1306806495871
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1306806497115
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1306806509068
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306806509935
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306806510199
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1306809408146
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306809411878
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306809422747
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1306809426566
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1306809434737
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306809437029
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306809437312
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1306809474446
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1306809477381
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306809478706
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306809478983
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306809530729
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306809547834
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1306809559853
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1306809560705
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1306809566361
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1306809567987
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1306809571532
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306809572826
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306809573138
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1306809590928
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1306809593707
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.toggleOverwrite",1306809608925
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1306809610459
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.toggleOverwrite",1306809614950
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1306809622645
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306809625515
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306809625784
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.DebugLast",1306809671582
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306809671917
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306809675173
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1306809675401
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.ExpressionView",1306809675501
opened,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1306809675566
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1306809675670
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.VariableView",1306809676352
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.BreakpointView",1306809676415
opened,editor,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1306809676532
activated,editor,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1306809676584
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1306809680494
closed,editor,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1306809680495
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Resume",1306809683042
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1306809684603
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1306809689873
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306809692553
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306809693916
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1306809695159
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Terminate",1306809695217
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1306809698247
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1306809698271
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306809715708
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306809829056
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1306809861158
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306809863273
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306809863638
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1306809879856
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1306809881453
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1306809888951
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306809890583
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306809890832
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1306809899398
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306809901482
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306809901789
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1306809920296
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1306809921058
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1306809922120
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306809923002
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306809923304
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1306809930259
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306809932588
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306809932855
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1306809935620
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1306809942619
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1306809943807
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1306809947215
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306809948499
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306809948735
