what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1306787905305
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1306787911511
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1306787919562
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1306787921707
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1306787922501
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1306787923388
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1306787924615
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1306787933630
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.DebugLast",1306787940250
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306787941284
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306787947863
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1306787947941
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Resume",1306787955193
opened,editor,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1306787955300
activated,editor,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1306787955340
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1306787955353
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306787956989
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306787998262
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1306787998448
closed,editor,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1306787998448
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1306787999842
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306788001504
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306788003073
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1306788005847
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1306788005878
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1306788007535
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306788017934
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306788026073
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1306788026081
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306788027714
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306788084428
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1306788110022
started,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1306788110030
started,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1306788110192
opened,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1306788110196
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1306788110268
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.views.showView",1306788110268
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ResourceNavigator",1306788134515
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ResourceNavigator",1306788134559
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.views.showView",1306788134559
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1306788146571
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.TypeHierarchy",1306788147548
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1306788148797
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306788155606
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306788201515
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1306788201538
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306788217195
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306788233631
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306788234995
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306788303654
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306788309006
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306788393139
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1306788393152
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1306788393152
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ResourceNavigator",1306788397498
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306788415930
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306788422508
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306788423569
started,bundle,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser",1306788595488
opened,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1306788595647
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306788595676
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1306788595696
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306788607942
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306789685873
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306789687794
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306789689666
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306789689928
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1306789690231
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1306789690236
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20100601,"org.eclipse.pde.ds.ui",1306789690237
stopped,bundle,org.eclipse.pde.runtime,3.4.200.v20100601,"org.eclipse.pde.runtime",1306789690238
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20100504,"org.eclipse.pde.ua.ui",1306789690239
stopped,bundle,org.eclipse.pde.ui.templates,3.4.200.v20100601,"org.eclipse.pde.ui.templates",1306789690240
stopped,bundle,org.eclipse.wb.rcp.databinding.xwt,0.9.0.r37x201105251401,"org.eclipse.wb.rcp.databinding.xwt",1306789690241
stopped,bundle,org.eclipse.wb.core.databinding.xml,0.9.0.r37x201105251329,"org.eclipse.wb.core.databinding.xml",1306789690242
stopped,bundle,org.eclipse.wb.rcp.databinding.emf,0.9.0.r37x201105251354,"org.eclipse.wb.rcp.databinding.emf",1306789690244
stopped,bundle,org.eclipse.wb.rcp.databinding,0.9.0.r37x201105251354,"org.eclipse.wb.rcp.databinding",1306789690244
stopped,bundle,org.eclipse.wb.swing.databinding,0.9.0.r37x201105251352,"org.eclipse.wb.swing.databinding",1306789690244
stopped,bundle,org.eclipse.wb.core.databinding,0.9.0.r37x201105251325,"org.eclipse.wb.core.databinding",1306789690244
stopped,bundle,org.eclipse.wb.rcp.SWT_AWT,0.9.0.r37x201105251359,"org.eclipse.wb.rcp.SWT_AWT",1306789690245
stopped,bundle,org.eclipse.wb.rcp.nebula,0.9.0.r37x201105251354,"org.eclipse.wb.rcp.nebula",1306789690245
stopped,bundle,org.eclipse.wb.rcp.swing2swt,0.9.0.r37x201105251354,"org.eclipse.wb.rcp.swing2swt",1306789690245
stopped,bundle,org.eclipse.wb.xwt,0.9.0.r37x201105251401,"org.eclipse.wb.xwt",1306789690245
stopped,bundle,org.eclipse.wb.rcp,0.9.0.r37x201105251354,"org.eclipse.wb.rcp",1306789690245
stopped,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1306789690245
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1306789690246
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1306789690247
stopped,bundle,org.eclipse.compare.win32,1.0.101.R36x_v20101103-0618,"org.eclipse.compare.win32",1306789690248
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1306789690249
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1306789690249
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1306789690249
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1306789690249
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1306789690250
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1306789690250
stopped,bundle,org.eclipse.wb.discovery.ui,0.9.0.r37x201105251328,"org.eclipse.wb.discovery.ui",1306789690250
stopped,bundle,org.eclipse.wb.swing.FormLayout,0.9.0.r37x201105251352,"org.eclipse.wb.swing.FormLayout",1306789690252
stopped,bundle,org.eclipse.wb.swing.MigLayout,0.9.0.r37x201105251352,"org.eclipse.wb.swing.MigLayout",1306789690252
stopped,bundle,org.eclipse.wb.swing.java6,0.9.0.r37x201105251352,"org.eclipse.wb.swing.java6",1306789690252
stopped,bundle,org.eclipse.wb.swing.jsr296,0.9.0.r37x201105251352,"org.eclipse.wb.swing.jsr296",1306789690252
stopped,bundle,org.eclipse.wb.swing,0.9.0.r37x201105251352,"org.eclipse.wb.swing",1306789690254
stopped,bundle,org.eclipse.wb.core.ui,0.9.0.r37x201105251328,"org.eclipse.wb.core.ui",1306789690255
stopped,bundle,org.eclipse.wb.core.xml,0.9.0.r37x201105251329,"org.eclipse.wb.core.xml",1306789690255
stopped,bundle,org.eclipse.wb.layout.group,0.9.0.r37x201105251342,"org.eclipse.wb.layout.group",1306789690255
stopped,bundle,org.eclipse.wb.os.win32,0.9.0.r37x201105251325,"org.eclipse.wb.os.win32",1306789690255
stopped,bundle,org.eclipse.wb.swt,0.9.0.r37x201105251350,"org.eclipse.wb.swt",1306789690255
stopped,bundle,org.eclipse.wb.core,0.9.0.r37x201105251325,"org.eclipse.wb.core",1306789690257
stopped,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1306789690287
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1306789690288
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.304.v201101251958,"org.eclipse.wst.xsd.ui",1306789690290
stopped,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1306789690290
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1306789690291
stopped,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1306789690291
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1306789690297
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1306789690297
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1306789690297
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1306789690299
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1306789690299
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1306789690300
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1306789690300
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1306789690302
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1306789690302
stopped,bundle,org.eclipse.mylyn.help.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.help.ui",1306789690303
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1306789690305
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1306789690306
stopped,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1306789690310
stopped,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1306789690314
stopped,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1306789690314
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1306789690315
stopped,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1306789690317
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.3.0.v20100608-0100-e3x,"org.eclipse.mylyn.wikitext.ui",1306789690318
stopped,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1306789690318
stopped,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1306789690318
stopped,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1306789690318
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1306790065346
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1306790065347
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1306790065348
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1306790065349
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1306790065349
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1306790065350
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1306790065351
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1306790065352
